smiles,text
CC(=NO)C,Nitrosomethylpropane is an organic nitroso compound used as a reagent in organic synthesis. Its nitroso group makes it reactive in oxidation-reduction reactions.
C1=CNC=C1,Pyridine is a nitrogen-containing heterocycle used as a building block in the synthesis of pharmaceuticals and agrochemicals. Its nitrogen atom makes it reactive in substitution reactions.
CCCCCC(=O)N,Hexanamide is a straight-chain amide used as a reagent in organic synthesis. Its amide group makes it reactive in nucleophilic substitution reactions.
C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,Hexachlorobutadiene is a halogenated compound used as a reagent in organic synthesis. Its chlorine atoms make it reactive in substitution reactions.
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,Benzoylurea is an aromatic urea used as a reagent in organic synthesis. Its carbonyl and amide groups make it reactive in nucleophilic substitution reactions.
CC(=O)C1=CC=CC=C1,Acetophenone is an aromatic ketone used as a flavoring agent and in the production of fragrances. Its carbonyl group makes it reactive in nucleophilic addition reactions.
c1ccccc1C#N,Benzonitrile is an aromatic nitrile used as a building block in the synthesis of pharmaceuticals and agrochemicals. Its nitrile group makes it reactive in substitution reactions.
CC(C)OC(C)C,Isopropyl ether is an ether used as a solvent and intermediate in organic synthesis. Its ether group makes it stable and valuable in chemical manufacturing.
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],Ethoxyphosphonothioate is an organophosphorus compound used as a reagent in organic synthesis. Its phosphorus and nitro groups make it reactive in substitution reactions.
Ic1ccccc1,Iodobenzene is an aromatic halide used as a reagent in organic synthesis. Its iodine atom makes it reactive in substitution reactions.
C1CCC2=CC=CC=C2C1,"Naphthalene is a polycyclic aromatic hydrocarbon used as a precursor in the production of dyes, resins, and insecticides. Its conjugated system makes it stable and valuable in chemical manufacturing."
CC1=C(C=C(C=C1)O)C,Hydroxyanisole is an aromatic compound used as a reagent in organic synthesis. Its hydroxyl and methoxy groups make it reactive in substitution reactions.
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,Trichlorobenzylidene is a halogenated aromatic compound used as a reagent in organic synthesis. Its chlorine atoms make it reactive in substitution reactions.
CCCCCCC1=CC=CC2=CC=CC=C21,Biphenyl is a polycyclic aromatic hydrocarbon used as a building block in organic synthesis. Its conjugated ring system makes it stable and valuable in chemical manufacturing.
C1=CC=C(C=C1)CC(=O)O,Phenylacetic acid is an aromatic carboxylic acid used as a reagent in organic synthesis. Its carboxyl group makes it reactive in esterification reactions.
CCOC1=CC=CC=C1,Ethoxybenzene is an aromatic ether used as a solvent and intermediate in organic synthesis. Its ether group makes it stable and valuable in chemical manufacturing.
CCCNCCC,Butylamine is an aliphatic amine used as a building block in the synthesis of pharmaceuticals and agrochemicals. Its amine group makes it reactive in substitution reactions.
CCC(C)C(C)O,2-Methyl-2-butanol is a branched alcohol used as a solvent and intermediate in organic synthesis. Its hydroxyl group makes it reactive in esterification reactions.
CCC=C(C)C,Isoprenyl is a hydrocarbon used as a monomer in the production of synthetic rubber. Its double bond makes it reactive in polymerization reactions.
CC(=O)NC1=CC=C(C=C1)F,Fluorobenzamide is an aromatic amide used as a reagent in organic synthesis. Its fluorine atom makes it reactive in substitution reactions.
CC(C)OC(C)(C)C,Tert-butyl ether is an ether used as a solvent and intermediate in organic synthesis. Its ether group makes it stable and valuable in chemical manufacturing.
CC1CCC2C13CC=C(C(C3)C2(C)C)C,Steroidal triterpene is a polycyclic hydrocarbon used as a building block in the synthesis of pharmaceuticals. Its rigid structure makes it stable and valuable in chemical manufacturing.
CCCCCCF,Hexyl fluoride is a fluorinated compound used as a reagent in organic synthesis. Its fluorine atom makes it reactive in substitution reactions.
CCC(C)CCCC(C)CCCC(C)CCCC(C)C,Docosane is a long-chain hydrocarbon used as a solvent and intermediate in organic synthesis. Its hydrophobic properties make it valuable in chemical manufacturing.
C(=O)(C(Cl)(Cl)Cl)N,Trichloromethyl ketone is a halogenated compound used as a reagent in organic synthesis. Its chlorine atoms make it reactive in substitution reactions.
c1cc(ccc1C#N)O,Hydroxybenzonitrile is an aromatic compound used as a reagent in organic synthesis. Its hydroxyl and nitrile groups make it reactive in substitution reactions.
CCCC(CC)O,Heptanol is a straight-chain alcohol used as a solvent and in the production of esters for flavors and fragrances. Its seven-carbon chain makes it hydrophobic and useful in various industrial applications.
CC(=O)OCCOC(=O)C,"Diethyl carbonate is an organic carbonate used as a solvent and intermediate in organic synthesis. Its ester groups make it reactive in condensation and esterification reactions, valuable in the production of resins and polymers."
C1CCC(=O)CC1,"Cyclohexanone is a cyclic ketone used as a solvent and intermediate in organic synthesis. Its carbonyl group makes it reactive in condensation reactions, valuable in the production of fine chemicals and nylon."
CC(N(N=O)CC)C,"Nitrosodiethylamine is an organic nitroso compound used in research and as a precursor in organic synthesis. Its nitroso group makes it reactive in oxidation-reduction reactions, valuable in chemical manufacturing."
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,"Flurbiprofen is a nonsteroidal anti-inflammatory drug (NSAID) used to relieve pain and inflammation. Its fluorine atom and carboxyl group contribute to its anti-inflammatory properties, making it effective in the treatment of arthritis."
CC1=CC=NC=C1,"Pyridine is a nitrogen-containing heterocycle used as a solvent and intermediate in organic synthesis. Its aromatic ring and nitrogen atom make it reactive in nucleophilic substitution reactions, valuable in the production of pharmaceuticals."
CCCCCC=C,"1-Octene is a linear alpha-olefin used as a co-monomer in the production of polyethylene. Its double bond makes it reactive in polymerization reactions, valuable in the production of plastics and synthetic materials."
CN(C)N=O,Nitrosodimethylamine is a nitroso compound used in the study of nitrosamines and as a model compound for carcinogenesis research. Its nitroso group makes it reactive in oxidation and reduction reactions.
C=CCI,"Iodoethylene is a halogenated alkene used in organic synthesis as a building block. Its iodine atom makes it reactive in nucleophilic substitution reactions, valuable in the production of fine chemicals."
CN(C)CCOC(c1ccccc1)c2ccccc2,"Diphenylmethylamine is an aromatic amine used as an intermediate in the synthesis of pharmaceuticals, particularly antihistamines and psychoactive drugs. Its amine group makes it reactive in substitution reactions."
C1CCCCC1,"Cyclohexane is a cycloalkane used as a solvent and intermediate in organic synthesis. Its stable ring structure makes it non-reactive, valuable in the production of fine chemicals and polymers."
CC#N,Acetonitrile is a simple nitrile used as a solvent in organic synthesis and in the production of pharmaceuticals. Its cyano group makes it reactive in nucleophilic substitution reactions.
C1=CC=C(C=C1)N,"Aniline is an aromatic amine used as a precursor in the production of dyes, pharmaceuticals, and rubber processing chemicals. It is a key component in the synthesis of polyurethane and other polymers."
O=C(OCCOCCC)C1=CC=CC=C1C(OCCOCCC)=O,"Phthalate esters are used as plasticizers to increase the flexibility of plastics. Their ester groups make them reactive in esterification reactions, valuable in the production of flexible PVC and other polymers."
CCOCOCC,Diethylene glycol dimethyl ether is an organic solvent used in chemical synthesis and as a carrier in pharmaceutical formulations. Its ether groups make it hydrophilic and useful in various industrial applications.
CC(=O)OCCOC(C)=O,"Diethyl malonate is an ester used as a building block in organic synthesis. Its two ester groups make it reactive in condensation and esterification reactions, valuable in the production of pharmaceuticals and agrochemicals."
CCC(=O)OC,"Ethyl butyrate is an ester used in the flavor and fragrance industry. Its fruity odor makes it valuable in the formulation of perfumes, food additives, and personal care products."
CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2,4-Bromobenzylidenemalononitrile is a substituted benzylidene compound used in the production of pharmaceuticals and fine chemicals. Its bromine atom makes it reactive in substitution reactions.
Clc1ccccc1Cl,"1,4-Dichlorobenzene is an aromatic compound used as a moth repellent and in the production of pesticides. Its chlorine atoms make it reactive in substitution reactions, valuable in organic synthesis."
C(F)(F)(Cl)Cl,"Trifluorotrichloromethane is a halogenated compound used as a refrigerant and in organic synthesis. Its multiple halogen atoms make it reactive in substitution reactions, valuable in chemical manufacturing."
CNC,"Methylamine is a simple amine used as a building block in the synthesis of pharmaceuticals, pesticides, and solvents. It acts as a nucleophile in many chemical reactions and is also a precursor in the production of methamphetamine."
C1COCCOCCOC2=CC=CC=C2OCCOCCO1,"Dibenzo-18-crown-6 is a crown ether used as a phase transfer catalyst and in the study of ion transport. Its oxygen atoms make it selective for binding metal cations, valuable in chemical and biological research."
CN1CCCCC1=O,"N-Methylpiperidone is a cyclic amide used as a solvent and intermediate in organic synthesis. Its nitrogen atom makes it reactive in nucleophilic substitution reactions, valuable in the production of fine chemicals."
CC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Hexachlorobenzene is a highly chlorinated aromatic compound used as a fungicide and industrial chemical. Its environmental persistence and toxicity have led to restrictions on its use in many countries.
COC1=CC=C(C=C1)F,"Fluorobenzene is an aromatic compound used as a solvent and intermediate in organic synthesis. Its fluorine atom makes it reactive in substitution reactions, valuable in the production of pharmaceuticals."
CC(C)(C)OC,tert-Butyl methyl ether is an organic compound used as a solvent and oxygenate in gasoline. Its bulky structure makes it stable and valuable in chemical reactions requiring steric hindrance.
O=C(O)CC1=CC=C(C(C)C(C)C)C=C1,"Biphenylacetic acid is an anti-inflammatory drug used in the treatment of arthritis and pain relief. Its biphenyl structure and carboxyl group contribute to its biological activity, valuable in pharmaceutical formulations."
CCCCCCCCCCCCCCCCCCCCCCCC,"Paraffin is a long-chain alkane used as a wax in candles, cosmetics, and packaging materials. Its hydrophobic properties make it valuable in waterproofing and moisture resistance applications."
